sentence_id,instance_id,raw_text,targets
1998,4480,"pelayanan ramah , ac dingin , tapi kesel nya ketika reservasi saya tidak terdaftar di hotel tsb , dan tv hotel yg remotnya tak berfungsi . ditambah penjaga kantin yang tidak memberikan kembalian tnpa berbicara apapun","[{'term': 'pelayanan', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'dingin', 'polarity': 'positive'}, {'term': 'reservasi', 'opinion': 'tidak terdaftar', 'polarity': 'negative'}, {'term': 'tv hotel', 'opinion': 'remotnya tak berfungsi', 'polarity': 'negative'}, {'term': 'penjaga kantin', 'opinion': 'tidak memberikan kembalian tnpa berbicara apapun', 'polarity': 'negative'}]"
1999,4481,"hotelnya bagus , viewnya keren . . tp klo udah di kamar jauh dr apa2an . . kamarnya ga ada jendela buat liat pemandangan klo lg mager . . awal check in ga ada handuk , pas minta dianterinnya responnya agak lama . . udah dianterin handuknya udah ga layak pakai satunya dan aroma handuknya bau asap rokok . . ga ada gantungan di kmr mandi . thanks airy . .","[{'term': 'hotelnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'viewnya', 'opinion': 'keren', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'jauh dr apa2an', 'polarity': 'negative'}, {'term': 'jendela', 'opinion': 'ga ada jendela buat liat pemandangan', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'ga ada handuk', 'polarity': 'negative'}, {'term': 'responnya', 'opinion': 'agak lama', 'polarity': 'negative'}, {'term': 'handuknya', 'opinion': 'udah ga layak pakai', 'polarity': 'negative'}, {'term': 'aroma handuknya', 'opinion': 'bau asap rokok', 'polarity': 'negative'}, {'term': 'gantungan', 'opinion': 'ga ada gantungan', 'polarity': 'negative'}]"
2000,4482,"udah cape dari bandung pingin istrahat . udah dpt kamar , eh ac rusak malah dapat kipas angin . walau dapat pot 50rb . trakhr bangun tdr masuk angin . tempatnya bagus tapi gitu kalau soal pelayanan harus di tingkatkan lagi . dan kurang ramah .","[{'term': 'ac', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'malah dapat kipas angin', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'masuk angin', 'polarity': 'negative'}, {'term': 'tempatnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'harus di tingkatkan lagi', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kurang ramah', 'polarity': 'negative'}]"
2001,4483,kotor dan tidak bagus servicenya . kapok banget .,"[{'term': 'null', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'servicenya', 'opinion': 'tidak bagus', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kapok banget', 'polarity': 'negative'}]"
2002,4484,"pelayanan ok , qt tiba di hotel jam 12 tengah malam masih ditunggu . cuma debit air shower yg kurang dan kamar mandi perlu perbaikan dikit . so far rekom deh","[{'term': 'pelayanan', 'opinion': 'ok', 'polarity': 'positive'}, {'term': 'debit air shower', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'kamar mandi', 'opinion': 'perlu perbaikan dikit', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'rekom deh', 'polarity': 'positive'}]"
2003,4485,"kamarnya bocor , layanannya kurang baik , beberapa penjaganya kurang sopan membuat jadi tidak nyaman , tapi lumayanlah ya kalau buat budget hotel .","[{'term': 'kamarnya', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'layanannya', 'opinion': 'kurang baik', 'polarity': 'negative'}, {'term': 'beberapa penjaganya', 'opinion': 'kurang sopan membuat jadi tidak nyaman', 'polarity': 'negative'}, {'term': 'budget hotel', 'opinion': 'lumayanlah', 'polarity': 'positive'}]"
2004,4486,"selimut agak kotor , hot shower mati / rusak , fasilitas kamar mandi sudah tidak baik , pipa bawah wastafel bocor","[{'term': 'selimut', 'opinion': 'agak kotor', 'polarity': 'negative'}, {'term': 'hot shower', 'opinion': 'mati / rusak', 'polarity': 'negative'}, {'term': 'fasilitas kamar mandi', 'opinion': 'sudah tidak baik', 'polarity': 'negative'}, {'term': 'pipa bawah wastafel', 'opinion': 'bocor', 'polarity': 'negative'}]"
2005,4487,dari segi fasilitas nya sekarang kurang dari kamar mandi nya showernya tidak ada pengikatnya . dari pelayanannya sedikit lebih d tingkatkan lagi,"[{'term': 'fasilitas', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'kamar mandi nya showernya', 'opinion': 'tidak ada pengikatnya', 'polarity': 'negative'}, {'term': 'pelayanannya', 'opinion': 'sedikit lebih d tingkatkan lagi', 'polarity': 'negative'}]"
2006,4488,"lokasi cukup strategis meskipun di jalan satu mobil . sprei set lebih ditingkatkan kebersihannya . kamar & kamar mandi akan terasa lebih segar apabila diberi pengharum ruangan . snack ada 3 macam cukup mengenyangkan utk sarapan . air minum mineral botol sebaiknya yang 600ml , jangan 330ml karena terlalu sedikit ( dari sisi harga juga tidak beda banyak ) .","[{'term': 'lokasi', 'opinion': 'cukup strategis', 'polarity': 'positive'}, {'term': 'sprei set', 'opinion': 'lebih ditingkatkan kebersihannya', 'polarity': 'negative'}, {'term': 'kamar & kamar mandi', 'opinion': 'akan terasa lebih segar apabila diberi pengharum ruangan', 'polarity': 'negative'}, {'term': 'snack', 'opinion': 'cukup mengenyangkan utk sarapan', 'polarity': 'positive'}, {'term': 'air minum mineral botol', 'opinion': 'jangan 330ml karena terlalu sedikit', 'polarity': 'negative'}]"
2007,4489,kamar bagus nyaman hanya pelayanan yang sedikit kurang memuaskan,"[{'term': 'kamar', 'opinion': 'bagus nyaman', 'polarity': 'positive'}, {'term': 'pelayanan', 'opinion': 'sedikit kurang memuaskan', 'polarity': 'negative'}]"
2008,4490,"menu sarapan kurang variasi , tp enak rasa makanan nya . staff ramah . air panas d kamar 105 tidak panas . . . pelayanan okeh banget","[{'term': 'menu sarapan', 'opinion': 'kurang variasi', 'polarity': 'negative'}, {'term': 'rasa makanan', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'staff', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'air panas d kamar 105', 'opinion': 'tidak panas', 'polarity': 'negative'}, {'term': 'pelayanan', 'opinion': 'okeh banget', 'polarity': 'positive'}]"
2009,4491,"pintu kamar mandi nya jelek , ruangannya bauk","[{'term': 'pintu kamar mandi nya', 'opinion': 'jelek', 'polarity': 'negative'}, {'term': 'ruangannya', 'opinion': 'bauk', 'polarity': 'negative'}]"
2010,4492,kurang dalam hal kebersihan kamar mandi,"[{'term': 'kebersihan kamar mandi', 'opinion': 'kurang', 'polarity': 'negative'}]"
2011,4493,kamar yg didapatkan tidak terlalu bersih .,"[{'term': 'kamar', 'opinion': 'tidak terlalu bersih', 'polarity': 'negative'}]"
2012,4494,"positif : lokasi strategis . . dari semua airy hotel yang pernah saya kunjungi . . cuma disini kamar tidur dibersihkan setiap hari . . handuk di ganti setiap hari . . camilan , air minum dan perlengkapan mandi dikasih setiap hari , jadi selama 3 hari disana saya dapat cemilan , air minum , perlengkapan mandi 3 set . . petugas ramah . . lokasi strategis . . di sekitar hotel juga banyak yang jual makanan . . overall oke banget buat harga segitu . . kebersihan memang benar2 dijaga . . recommended banget deh . . negatif : krn ga ada lift , jadi harus naik tangga . . waktu pertama kali datang , saya angkut tas ransel dan koper sendiri ke lantai 3 . . padahal petugasnya melihat saya terengah2 berhenti di setiap tangga per lantai krn keberatan angkut barang tapi tetap ga dibantuin . . air panas nya ga hidup . . di area meja ga ada lampu . . jadi mau kerja juga ga bisa karena agak gelap . .","[{'term': 'lokasi', 'opinion': 'strategis', 'polarity': 'positive'}, {'term': 'kamar tidur', 'opinion': 'dibersihkan setiap hari', 'polarity': 'positive'}, {'term': 'handuk', 'opinion': 'di ganti setiap hari', 'polarity': 'positive'}, {'term': 'camilan', 'opinion': 'dikasih setiap hari', 'polarity': 'positive'}, {'term': 'air minum', 'opinion': 'dikasih setiap hari', 'polarity': 'positive'}, {'term': 'perlengkapan mandi', 'opinion': 'dikasih setiap hari', 'polarity': 'positive'}, {'term': 'petugas', 'opinion': 'ramah', 'polarity': 'positive'}, {'term': 'sekitar hotel', 'opinion': 'banyak yang jual makanan', 'polarity': 'positive'}, {'term': 'overall', 'opinion': 'oke banget buat harga segitu', 'polarity': 'positive'}, {'term': 'kebersihan', 'opinion': 'memang benar2 dijaga', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'recommended banget deh', 'polarity': 'positive'}, {'term': 'lift', 'opinion': 'ga ada lift , jadi harus naik tangga', 'polarity': 'negative'}, {'term': 'petugas', 'opinion': 'melihat saya terengah2 berhenti di setiap tangga per lantai krn keberatan angkut barang tapi tetap ga dibantuin', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'ga hidup', 'polarity': 'negative'}, {'term': 'lampu', 'opinion': 'ga ada lampu', 'polarity': 'negative'}, {'term': 'area meja', 'opinion': 'agak gelap', 'polarity': 'negative'}]"
2013,4495,"kebersihan kamar mandi dan kamar sangat kurang sekali , tidak sesuai dgn foto","[{'term': 'kebersihan kamar mandi dan kamar', 'opinion': 'sangat kurang sekali', 'polarity': 'negative'}, {'term': 'kamar mandi dan kamar', 'opinion': 'tidak sesuai dgn foto', 'polarity': 'negative'}]"
2014,4496,ac tidak dingin dan pintu kamar mandi bocor but overall nice esp . makanannya . dekat dari tempat makan di luar hotel dan supermarket,"[{'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}, {'term': 'pintu kamar mandi', 'opinion': 'bocor', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'nice', 'polarity': 'positive'}, {'term': 'makanannya', 'opinion': 'nice', 'polarity': 'positive'}, {'term': 'tempat makan di luar hotel dan supermarket', 'opinion': 'dekat', 'polarity': 'positive'}]"
2015,4497,"lokasi dkt pantai , kamar luas , makanan enak , staf lebih ramah , kebersihan kamar dan kmr mandi mohon ditingkatkan .","[{'term': 'lokasi', 'opinion': 'dkt pantai', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'makanan', 'opinion': 'enak', 'polarity': 'positive'}, {'term': 'staf', 'opinion': 'lebih ramah', 'polarity': 'positive'}, {'term': 'kebersihan kamar', 'opinion': 'mohon ditingkatkan', 'polarity': 'negative'}, {'term': 'kmr mandi', 'opinion': 'mohon ditingkatkan', 'polarity': 'negative'}]"
2016,4498,"sebenernya menyenangkan pemandangan indah , tetaoi kurang terawat dan sewaktu saya datang lantai menuju kamar masih sangat kotor . jika dibenahi dan lebih terawat padahal akan sangat menyenangkan . kebersihan kurang . kamar mandi kamar pun kran westafer tidak menyala . harap diperbaiki lagi fasilitasnya , terimakasih 😊","[{'term': 'pemandangan', 'opinion': 'indah', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'kurang terawat', 'polarity': 'negative'}, {'term': 'lantai menuju kamar', 'opinion': 'sangat kotor', 'polarity': 'negative'}, {'term': 'kebersihan', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'kran westafer', 'opinion': 'tidak menyala', 'polarity': 'negative'}, {'term': 'fasilitasnya', 'opinion': 'harap diperbaiki lagi', 'polarity': 'negative'}]"
2017,4499,snacknya ga ada,"[{'term': 'snacknya', 'opinion': 'ga ada', 'polarity': 'negative'}]"
2018,4500,"ukuran kamar luas , nyaman dan terjangkau . tapi untuk pelayanannya kurang .","[{'term': 'ukuran kamar', 'opinion': 'luas', 'polarity': 'positive'}, {'term': 'ukuran kamar', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'terjangkau', 'polarity': 'positive'}, {'term': 'pelayanannya', 'opinion': 'kurang', 'polarity': 'negative'}]"
2019,4501,nyaman dan bersih tapi hanya 1 kurangnya ac nya kurang dingin . .,"[{'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'null', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'ac nya', 'opinion': 'kurang dingin', 'polarity': 'negative'}]"
2020,4502,"kamar mandi sempit . tak ada wastafel . pagar buka tutup sendiri . ada dapur , bisa tukar kamar saat tahu bau rokok .","[{'term': 'kamar mandi', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'wastafel', 'opinion': 'tak ada', 'polarity': 'negative'}, {'term': 'pagar', 'opinion': 'buka tutup sendiri', 'polarity': 'negative'}, {'term': 'dapur', 'opinion': 'ada', 'polarity': 'positive'}, {'term': 'kamar', 'opinion': 'bisa tukar', 'polarity': 'positive'}, {'term': 'bau rokok', 'opinion': 'null', 'polarity': 'negative'}]"
2021,4503,kenyamanan kurang karen air panas tidak maksimal . . suara gaduh di luar sering trdengar . . dan suara / aktivitas ttgg sblah kamar trdengar . . krn dinding dr triplek . smg segera ada perbaikan . . trimakasih . .,"[{'term': 'kenyamanan', 'opinion': 'kurang', 'polarity': 'negative'}, {'term': 'air panas', 'opinion': 'tidak maksimal', 'polarity': 'negative'}, {'term': 'suara gaduh di luar', 'opinion': 'sering trdengar', 'polarity': 'negative'}, {'term': 'suara / aktivitas ttgg sblah kamar', 'opinion': 'trdengar', 'polarity': 'negative'}, {'term': 'dinding', 'opinion': 'dr triplek', 'polarity': 'negative'}]"
2022,4504,"cukup baik , kamar mandi kurang bersih , pewangi ruangan mati , remot tv rusak .","[{'term': 'null', 'opinion': 'cukup baik', 'polarity': 'positive'}, {'term': 'kamar mandi', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'pewangi ruangan', 'opinion': 'mati', 'polarity': 'negative'}, {'term': 'remot tv', 'opinion': 'rusak', 'polarity': 'negative'}]"
2023,4505,"kamar hotelnya kurang bersih , udh gt sepi pengunjung ( ga tau deh kenapa ) , jd aga horor . . . sebenernya untuk fasilitas dan tempatnya enak bgt . . itu aj sih yg perlu di tingkatan .","[{'term': 'kamar hotelnya', 'opinion': 'kurang bersih', 'polarity': 'negative'}, {'term': 'pengunjung', 'opinion': 'sepi', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'aga horor', 'polarity': 'negative'}, {'term': 'fasilitas dan tempatnya', 'opinion': 'enak bgt', 'polarity': 'positive'}]"
2024,4506,kamar bersih . . air buat mandi kurang panas . . over all good .,"[{'term': 'kamar', 'opinion': 'bersih', 'polarity': 'positive'}, {'term': 'air buat mandi', 'opinion': 'kurang panas', 'polarity': 'negative'}, {'term': 'over all', 'opinion': 'good', 'polarity': 'positive'}]"
2025,4507,"good . . keseluruhan baik hanya pas kemaren dapet kamar yang ac nya agak bunyi . . but it ' s ok . . nyaman , lokasi gampang di cari","[{'term': 'null', 'opinion': 'good', 'polarity': 'positive'}, {'term': 'keseluruhan', 'opinion': 'baik', 'polarity': 'positive'}, {'term': 'ac', 'opinion': 'agak bunyi', 'polarity': 'negative'}, {'term': 'null', 'opinion': ""it ' s ok"", 'polarity': 'positive'}, {'term': 'null', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'lokasi', 'opinion': 'gampang di cari', 'polarity': 'positive'}]"
2026,4508,kurang bersih,"[{'term': 'null', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
2027,4509,ac tidak dingin,"[{'term': 'ac', 'opinion': 'tidak dingin', 'polarity': 'negative'}]"
2028,4510,kamar ac gak dingin air mandinya kecil,"[{'term': 'kamar ac', 'opinion': 'gak dingin', 'polarity': 'negative'}, {'term': 'air mandinya', 'opinion': 'kecil', 'polarity': 'negative'}]"
2029,4511,airy brengsek . menjual kamar hancur berantakan . kalian jual kamar buat tamu esek2 ya ? ? ? kamar kotor bau rokok . tidak ada handuk tidak ada air . pintu kamar mandi rusak . komplain ke airy tidak direspon . sangat2 mengecewakan sekali . tutup z airy g pantas kalian jualan kamar kayak gitu . skalian z jual jasa service esek2 . hotel kok hancur gt .,"[{'term': 'airy', 'opinion': 'brengsek', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'hancur berantakan', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'jual kamar buat tamu esek2', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'kotor bau rokok', 'polarity': 'negative'}, {'term': 'handuk', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'air', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'pintu kamar mandi', 'opinion': 'rusak', 'polarity': 'negative'}, {'term': 'komplain ke airy', 'opinion': 'tidak direspon', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'sangat2 mengecewakan sekali', 'polarity': 'negative'}, {'term': 'airy', 'opinion': 'g pantas kalian jualan kamar kayak gitu', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'jual jasa service esek2', 'polarity': 'negative'}, {'term': 'hotel', 'opinion': 'hancur gt', 'polarity': 'negative'}]"
2030,4512,"sempit , tidak terlalu bersih . . .","[{'term': 'null', 'opinion': 'sempit', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'tidak terlalu bersih', 'polarity': 'negative'}]"
2031,4513,"lumayan , tapi kurang bersih","[{'term': 'null', 'opinion': 'lumayan', 'polarity': 'negative'}, {'term': 'null', 'opinion': 'kurang bersih', 'polarity': 'negative'}]"
2032,4514,kamar nya menakutkn . . . . snacknya dh exp . . . .,"[{'term': 'kamar nya', 'opinion': 'menakutkn', 'polarity': 'negative'}, {'term': 'snacknya', 'opinion': 'dh exp', 'polarity': 'negative'}]"
2033,4515,"overall nyaman , tapi di kamar saya ac nya agak rusak jadi tidak dingin","[{'term': 'overall', 'opinion': 'nyaman', 'polarity': 'positive'}, {'term': 'ac nya', 'opinion': 'agak rusak jadi tidak dingin', 'polarity': 'negative'}]"
2034,4516,"kamarnya bagus , fasilitas lengkap , namun sebaiknya diberikan pewangi dan penghilang bau di kamar . .","[{'term': 'kamarnya', 'opinion': 'bagus', 'polarity': 'positive'}, {'term': 'fasilitas', 'opinion': 'lengkap', 'polarity': 'positive'}, {'term': 'bau di kamar', 'opinion': 'sebaiknya diberikan pewangi', 'polarity': 'negative'}, {'term': 'bau di kamar', 'opinion': 'penghilang bau', 'polarity': 'negative'}]"
2035,4517,"hotel yang tidak memuaskan , seperti bangunan yang tidak terawat . tidak dapat sunrise meal . kasur tween yang di jadikan satu menjadi double . tidak dapat perlengkapan mandi . ac tidak berfungsi dengan baik . tidak ada bantal kecil airy , tidak ada sponsor airy satupun . kamar bau , bed kotor . selang toilet tidak layak pakai .","[{'term': 'hotel', 'opinion': 'tidak memuaskan', 'polarity': 'negative'}, {'term': 'bangunan', 'opinion': 'tidak terawat', 'polarity': 'negative'}, {'term': 'sunrise meal', 'opinion': 'tidak dapat', 'polarity': 'negative'}, {'term': 'kasur tween', 'opinion': 'di jadikan satu menjadi double', 'polarity': 'negative'}, {'term': 'perlengkapan mandi', 'opinion': 'tidak dapat', 'polarity': 'negative'}, {'term': 'ac', 'opinion': 'tidak berfungsi dengan baik', 'polarity': 'negative'}, {'term': 'bantal kecil airy', 'opinion': 'tidak ada', 'polarity': 'negative'}, {'term': 'sponsor airy', 'opinion': 'tidak ada sponsor airy satupun', 'polarity': 'negative'}, {'term': 'kamar', 'opinion': 'bau', 'polarity': 'negative'}, {'term': 'bed', 'opinion': 'kotor', 'polarity': 'negative'}, {'term': 'selang toilet', 'opinion': 'tidak layak pakai', 'polarity': 'negative'}]"
